Name;Overs;Maidens;Runs;Wickets;Econ;Dots;4s;6s;Wd;Nb;Match_Id
Akila Dananjaya;10;1;47;4;4.70;36;3;2;0;0;1104482
PWH de Silva;6.1;0;45;0;7.30;18;4;2;0;0;1104482
Dushmantha Chameera;4;1;16;0;4.00;18;2;0;2;0;1104482
Danushka Gunathilaka;1;0;2;0;2.00;5;0;0;0;0;1104482
Lasith Malinga;8;0;52;0;6.50;21;5;1;1;0;1109605
Vishwa Fernando;6;0;43;0;7.17;19;7;0;1;0;1109605
Angelo Mathews;2;0;9;0;4.50;6;1;0;0;0;1109605
Thisara Perera;2;0;18;0;9.00;6;4;0;0;0;1109605
Lakshan Sandakan;6;0;63;0;10.50;10;7;3;0;0;1109605
PWH de Silva;4.5;0;35;0;7.24;13;6;0;0;0;1109605
Lasith Malinga;8;0;49;0;6.13;25;4;1;6;0;1109606
Vishwa Fernando;6.2;0;32;0;5.05;19;2;0;6;0;1109606
Angelo Mathews;3;0;11;0;3.67;11;1;0;1;0;1109606
Dushmantha Chameera;7;0;45;0;6.43;21;4;2;0;0;1109606
Akila Dananjaya;10;0;54;6;5.40;31;4;1;0;0;1109606
Milinda Siriwardana;10;0;39;1;3.90;35;2;1;1;0;1109606
Lasith Malinga;5;0;25;1;5.00;16;3;0;1;0;1109607
Vishwa Fernando;8.1;2;35;1;4.29;32;4;1;0;0;1109607
Dushmantha Chameera;10;1;59;0;5.90;30;8;0;0;0;1109607
Angelo Mathews;3;0;17;0;5.67;10;3;0;0;0;1109607
Akila Dananjaya;10;0;38;2;3.80;37;2;1;0;0;1109607
Milinda Siriwardana;9;0;43;0;4.78;26;3;1;0;0;1109607
Lasith Malinga;10;0;82;1;8.20;17;8;1;6;0;1109608
Vishwa Fernando;8;1;76;1;9.50;14;10;1;0;0;1109608
Angelo Mathews;6;2;24;2;4.00;25;2;1;0;0;1109608
Malinda Pushpakumara;9;0;65;0;7.22;16;5;2;0;0;1109608
Akila Dananjaya;10;0;68;1;6.80;23;6;2;0;0;1109608
PWH de Silva;2;0;19;0;9.50;2;3;0;0;0;1109608
Milinda Siriwardana;5;0;36;0;7.20;10;5;0;0;0;1109608
Lasith Malinga;8;1;35;1;4.38;26;3;0;1;0;1109609
Vishwa Fernando;7;0;40;1;5.71;17;3;0;1;1;1109609
Akila Dananjaya;10;0;49;0;4.90;27;1;0;0;0;1109609
Angelo Mathews;3;0;14;0;4.67;6;0;0;0;0;1109609
Malinda Pushpakumara;10;0;40;1;4.00;35;4;0;0;0;1109609
Milinda Siriwardana;4;0;28;0;7.00;10;4;0;1;0;1109609
PWH de Silva;4.3;0;29;1;6.44;13;4;0;0;0;1109609
Suranga Lakmal;10;0;47;2;4.70;27;2;0;3;0;1120286
Lahiru Gamage;8;0;49;1;6.13;25;6;0;2;0;1120286
Akila Dananjaya;8;0;51;1;6.38;23;3;2;2;0;1120286
Thisara Perera;8;0;68;1;8.50;11;4;2;1;0;1120286
Jeffrey Vandersay;10;0;47;1;4.70;28;4;0;0;0;1120286
Milinda Siriwardana;6;0;28;0;4.67;16;2;0;0;0;1120286
Suranga Lakmal;10;0;42;1;4.20;34;3;0;2;0;1120287
Lahiru Gamage;10;0;57;4;5.70;30;3;2;1;0;1120287
Jeffrey Vandersay;9;0;44;1;4.89;23;4;0;0;0;1120287
Thisara Perera;10;0;34;2;3.40;31;0;0;0;0;1120287
Akila Dananjaya;9;0;30;0;3.33;28;0;0;0;0;1120287
Milinda Siriwardana;2;0;9;0;4.50;5;0;0;0;0;1120287
Lahiru Gamage;7;1;35;1;5.00;28;5;1;1;0;1120288
Dushmantha Chameera;10;0;33;0;3.30;40;1;0;3;0;1120288
Akila Dananjaya;10;0;57;0;5.70;26;1;2;2;0;1120288
Jeffrey Vandersay;9.3;1;43;1;4.53;31;3;0;1;0;1120288
Milinda Siriwardana;2;0;12;0;6.00;4;1;0;0;0;1120288
Thisara Perera;4;0;22;1;5.50;10;1;0;2;0;1120288
Suranga Lakmal;7;0;25;0;3.57;27;1;0;1;0;1120289
Lahiru Gamage;5;0;27;1;5.40;19;3;0;1;0;1120289
Akila Dananjaya;8;1;29;1;3.63;31;1;1;1;0;1120289
Seekkuge Prasanna;10;0;44;1;4.40;29;1;1;0;0;1120289
Thisara Perera;4;0;16;0;4.00;12;1;0;0;0;1120289
Milinda Siriwardana;5;0;34;0;6.80;11;2;1;1;0;1120289
Dushmantha Chameera;4;1;13;0;3.25;16;1;0;0;0;1120290
Vishwa Fernando;4;1;21;0;5.25;16;4;0;0;0;1120290
Jeffrey Vandersay;6.2;0;30;1;4.74;21;4;0;1;0;1120290
Thisara Perera;2;0;18;0;9.00;5;2;1;0;0;1120290
Seekkuge Prasanna;4;0;21;0;5.25;8;0;0;2;0;1120290
Suranga Lakmal;10;4;13;4;1.30;53;1;0;1;0;1122726
Angelo Mathews;5;2;8;1;1.60;27;1;0;1;0;1122726
Nuwan Pradeep;10;4;37;2;3.70;47;6;1;0;0;1122726
Thisara Perera;4.2;0;29;1;6.69;15;6;0;0;0;1122726
Akila Dananjaya;5;2;7;1;1.40;26;1;0;0;0;1122726
Sachith Pathirana;4;1;16;1;4.00;19;2;1;0;0;1122726
Angelo Mathews;4;1;9;0;2.25;18;1;0;0;0;1122727
Suranga Lakmal;8;0;71;0;8.88;21;7;4;1;0;1122727
Thisara Perera;8;0;80;3;10.00;14;5;5;1;0;1122727
Nuwan Pradeep;10;0;106;0;10.60;15;9;5;3;0;1122727
Akila Dananjaya;10;0;51;0;5.10;24;3;0;1;0;1122727
Sachith Pathirana;9;0;63;1;7.00;19;6;1;3;0;1122727
Asela Gunaratne;1;0;10;0;10.00;1;1;0;2;0;1122727
Suranga Lakmal;5;2;20;0;4.00;22;3;0;1;0;1122728
Akila Dananjaya;7.1;0;53;1;7.40;22;5;2;2;0;1122728
Angelo Mathews;3;0;30;0;10.00;4;5;0;0;0;1122728
Sachith Pathirana;4;0;33;0;8.25;6;3;1;0;0;1122728
Nuwan Pradeep;3;0;10;0;3.33;11;1;0;0;0;1122728
Thisara Perera;5;0;25;1;5.00;14;3;0;0;0;1122728
Asela Gunaratne;4;0;30;0;7.50;12;3;0;4;0;1122728
Danushka Gunathilaka;1;0;12;0;12.00;2;1;1;0;0;1122728
Suranga Lakmal;10;0;70;1;7.00;29;11;0;2;0;1130738
Akila Dananjaya;10;0;67;0;6.70;27;9;1;0;0;1130738
Thisara Perera;10;0;43;2;4.30;42;3;2;2;0;1130738
Dushmantha Chameera;10;0;51;0;5.10;33;4;0;5;0;1130738
PWH de Silva;3;0;18;0;6.00;5;1;0;0;0;1130738
Asela Gunaratne;7;0;37;3;5.29;15;1;1;1;0;1130738
Suranga Lakmal;9;0;60;0;6.67;26;8;1;1;0;1130739
Nuwan Pradeep;10;0;66;2;6.60;25;9;0;1;0;1130739
Akila Dananjaya;10;0;40;1;4.00;34;2;1;2;0;1130739
Thisara Perera;9;0;60;3;6.67;20;5;1;3;0;1130739
Asela Gunaratne;5;0;38;1;7.60;9;1;2;0;0;1130739
PWH de Silva;7;0;51;0;7.29;10;3;1;0;0;1130739
Suranga Lakmal;7;0;23;0;3.29;26;2;0;0;0;1130740
Nuwan Pradeep;8;2;28;3;3.50;38;4;0;2;0;1130740
Thisara Perera;8;0;33;4;4.13;33;4;0;2;0;1130740
Akila Dananjaya;10;0;45;0;4.50;29;3;0;2;0;1130740
Lakshan Sandakan;10;0;57;2;5.70;26;5;0;5;0;1130740
Asela Gunaratne;1;0;4;0;4.00;2;0;0;0;0;1130740
Suranga Lakmal;7;1;21;3;3.00;34;2;0;1;0;1130742
Dushmantha Chameera;5;1;6;2;1.20;26;0;0;2;0;1130742
Thisara Perera;6;0;27;2;4.50;22;4;0;1;0;1130742
Lakshan Sandakan;6;0;24;2;4.00;21;1;0;2;0;1130742
Suranga Lakmal;9;2;29;0;3.22;39;1;2;0;0;1130743
Dushmantha Chameera;8;1;17;2;2.13;35;1;0;1;0;1130743
Thisara Perera;7;0;31;0;4.43;23;3;0;0;0;1130743
Shehan Madushanka;6.1;1;26;3;4.22;23;2;0;2;0;1130743
Akila Dananjaya;9;0;30;2;3.33;37;0;2;2;0;1130743
Danushka Gunathilaka;2;1;4;0;2.00;9;0;0;1;0;1130743
Akila Dananjaya;10;0;50;3;5.00;38;6;1;0;0;1142584
Suranga Lakmal;6;0;37;1;6.17;21;6;0;1;0;1142584
Shehan Jayasuriya;4;0;23;0;5.75;14;2;1;1;0;1142584
Lahiru Kumara;3;0;11;0;3.67;12;1;0;1;0;1142584
Lakshan Sandakan;8;0;74;1;9.25;18;12;1;1;0;1142584
Suranga Lakmal;7;0;39;1;5.57;22;4;0;0;0;1142585
Kasun Rajitha;5.5;0;44;1;7.54;17;6;1;0;0;1142585
Akila Dananjaya;10;0;60;3;6.00;30;6;1;2;0;1142585
Thisara Perera;7;0;34;1;4.86;25;4;0;1;0;1142585
Prabath Jayasuriya;10;0;53;0;5.30;32;5;1;0;0;1142585
Shehan Jayasuriya;3;0;16;0;5.33;9;0;1;0;0;1142585
Suranga Lakmal;9;1;59;0;6.56;31;7;2;2;1;1142586
Lahiru Kumara;10;0;67;2;6.70;29;9;0;2;0;1142586
Akila Dananjaya;10;0;81;1;8.10;20;5;3;4;0;1142586
Thisara Perera;10;0;75;4;7.50;23;7;1;0;0;1142586
Prabath Jayasuriya;6;0;42;0;7.00;10;2;1;0;0;1142586
Dhananjaya de Silva;5;0;32;0;6.40;13;3;1;0;0;1142586
Suranga Lakmal;5;0;46;3;9.20;11;5;1;1;1;1142587
Akila Dananjaya;3;0;30;1;10.00;7;4;1;2;0;1142587
Thisara Perera;4;0;32;2;8.00;8;4;0;1;0;1142587
Dasun Shanaka;2;0;20;1;10.00;1;3;0;0;0;1142587
Lahiru Kumara;3;0;28;0;9.33;7;3;1;0;0;1142587
Dhananjaya de Silva;4;0;26;1;6.50;8;1;1;2;0;1142587
Suranga Lakmal;4;0;22;1;5.50;17;5;0;0;0;1142588
Akila Dananjaya;9;0;29;6;3.22;37;3;0;0;0;1142588
Dhananjaya de Silva;4;0;21;1;5.25;13;3;0;0;0;1142588
Thisara Perera;2;0;14;0;7.00;3;0;1;0;0;1142588
Lahiru Kumara;5.4;0;34;2;6.00;17;5;0;1;0;1142588
Lasith Malinga;10;2;23;4;2.30;44;0;0;3;1;1153243
Suranga Lakmal;10;0;46;1;4.60;32;4;0;1;0;1153243
Amila Aponso;9;0;55;1;6.11;24;5;1;0;0;1153243
Thisara Perera;7.3;0;51;1;6.80;23;4;3;1;0;1153243
Dilruwan Perera;3;0;25;0;8.33;5;2;1;0;0;1153243
Dhananjaya de Silva;7;0;38;2;5.43;19;2;1;1;0;1153243
Dasun Shanaka;3;0;19;0;6.33;7;2;0;0;0;1153243
Lasith Malinga;10;0;66;1;6.60;28;8;0;3;0;1153245
Dushmantha Chameera;10;2;43;1;4.30;34;3;1;1;0;1153245
Thisara Perera;9;0;55;5;6.11;26;5;1;0;0;1153245
Akila Dananjaya;10;0;39;2;3.90;35;1;1;3;0;1153245
Dhananjaya de Silva;5;0;22;0;4.40;11;0;0;0;0;1153245
Shehan Jayasuriya;6;0;22;1;3.67;20;2;0;0;0;1153245
Lasith Malinga;5;0;37;0;7.40;17;7;0;2;0;1140379
Nuwan Pradeep;5;0;23;1;4.60;20;4;0;0;0;1140379
Akila Dananjaya;5;0;30;1;6.00;16;2;2;0;0;1140379
Lasith Malinga;10;1;44;5;4.40;34;5;0;1;1;1140380
Nuwan Pradeep;10;0;52;1;5.20;32;6;0;2;0;1140380
Akila Dananjaya;10;0;64;1;6.40;26;8;0;0;0;1140380
Thisara Perera;7;0;37;1;5.29;22;3;1;0;0;1140380
Lakshan Sandakan;9;0;59;0;6.56;18;5;0;1;1;1140380
Dhananjaya de Silva;4;0;19;1;4.75;13;1;1;0;0;1140380
Lasith Malinga;4;0;39;0;9.75;9;4;1;3;0;1140381
Amila Aponso;3.3;0;27;2;7.71;9;3;1;0;0;1140381
Akila Dananjaya;4;0;33;1;8.25;7;2;1;2;0;1140381
Dhananjaya de Silva;4;0;23;0;5.75;8;1;0;0;0;1140381
Nuwan Pradeep;2;0;21;0;10.50;2;2;1;0;0;1140381
Thisara Perera;1;0;8;0;8.00;2;1;0;0;0;1140381
Lasith Malinga;5;0;15;0;3.00;22;2;0;1;0;1140382
Amila Aponso;6;0;37;0;6.17;16;2;2;0;0;1140382
Kasun Rajitha;5;0;27;0;5.40;15;3;0;1;0;1140382
Akila Dananjaya;7;0;27;2;3.86;23;2;0;1;0;1140382
Dhananjaya de Silva;4;0;18;0;4.50;10;1;0;0;1;1140382
Kasun Rajitha;5;0;21;1;4.20;23;4;0;0;0;1140383
Dushmantha Chameera;6;0;20;3;3.33;26;2;0;1;0;1140383
Thisara Perera;2;0;18;0;9.00;3;3;0;0;0;1140383
Dhananjaya de Silva;4;0;18;1;4.50;14;1;1;0;0;1140383
Akila Dananjaya;6.1;0;19;4;3.08;23;1;0;0;0;1140383
Lakshan Sandakan;3;0;35;0;11.67;4;7;0;0;0;1140383
Lasith Malinga;10;0;78;2;7.80;21;7;1;4;2;1153840
Nuwan Pradeep;8;0;72;2;9.00;21;8;3;0;1;1153840
Thisara Perera;10;0;80;2;8.00;23;4;5;1;1;1153840
Seekkuge Prasanna;10;0;60;0;6.00;27;4;2;0;0;1153840
Lakshan Sandakan;10;0;64;0;6.40;22;2;3;0;0;1153840
Asela Gunaratne;1;0;5;0;5.00;1;0;0;0;0;1153840
Danushka Gunathilaka;1;0;10;0;10.00;2;2;0;0;0;1153840
Lasith Malinga;10;0;45;2;4.50;31;4;0;0;0;1153841
Nuwan Pradeep;9;0;59;1;6.56;18;6;0;0;0;1153841
Danushka Gunathilaka;1;0;10;0;10.00;1;1;0;0;0;1153841
Thisara Perera;7;0;69;0;9.86;14;4;5;2;0;1153841
Lakshan Sandakan;10;0;56;0;5.60;29;7;0;1;0;1153841
Seekkuge Prasanna;5;0;34;0;6.80;11;1;2;0;0;1153841
Asela Gunaratne;8;0;40;0;5.00;19;3;0;0;0;1153841
Lasith Malinga;10;1;93;3;9.30;26;5;6;1;0;1153842
Dushmantha Chameera;8;0;55;0;6.88;20;8;0;0;0;1153842
Nuwan Pradeep;9;1;77;0;8.56;26;9;2;5;1;1153842
Thisara Perera;2;0;8;0;4.00;7;1;0;0;0;1153842
Lakshan Sandakan;10;0;54;1;5.40;22;3;1;0;0;1153842
Dasun Shanaka;6;0;36;0;6.00;13;3;0;0;0;1153842
Dhananjaya de Silva;5;0;35;0;7.00;5;3;0;0;0;1153842
Lasith Malinga;7;0;37;0;5.29;21;4;0;1;0;1144167
Vishwa Fernando;5;0;43;1;8.60;13;7;0;1;0;1144167
Akila Dananjaya;10;0;52;1;5.20;27;6;0;0;0;1144167
Thisara Perera;3;0;22;0;7.33;10;3;0;0;0;1144167
Dhananjaya de Silva;4;0;21;0;5.25;15;2;1;0;0;1144167
Lakshan Sandakan;9.5;0;56;0;5.69;25;6;0;2;0;1144167
Lasith Malinga;9;0;39;2;4.33;31;3;0;3;0;1144168
Vishwa Fernando;5;0;47;1;9.40;13;9;0;1;0;1144168
Dhananjaya de Silva;8;0;55;2;6.88;18;6;1;0;0;1144168
Kasun Rajitha;7;0;46;1;6.57;26;9;0;2;0;1144168
Akila Dananjaya;9.1;1;38;1;4.15;28;3;0;0;0;1144168
Thisara Perera;7;0;26;3;3.71;27;3;0;1;0;1144168
Lasith Malinga;10;0;68;1;6.80;22;8;0;1;0;1144169
Isuru Udana;8;0;50;2;6.25;20;5;1;0;0;1144169
Kasun Rajitha;8;0;69;1;8.63;21;12;0;3;0;1144169
Akila Dananjaya;9;0;56;0;6.22;18;1;3;1;0;1144169
Thisara Perera;5;0;38;0;7.60;10;6;0;0;0;1144169
Kamindu Mendis;10;0;45;1;4.50;28;4;0;0;0;1144169
Dhananjaya de Silva;10;1;41;3;4.10;37;4;1;0;0;1144170
Lasith Malinga;7;0;38;0;5.43;24;5;0;1;0;1144170
Isuru Udana;2;0;15;0;7.50;3;2;0;0;0;1144170
Kasun Rajitha;5;0;32;1;6.40;13;4;0;1;0;1144170
Kamindu Mendis;4;0;34;0;8.50;8;4;1;0;0;1144170
Oshada Fernando;2;0;16;0;8.00;2;0;1;0;0;1144170
Thisara Perera;2.5;0;13;0;4.59;7;1;0;0;0;1144170
Lasith Malinga;6;0;22;1;3.67;25;1;0;1;0;1144171
Dhananjaya de Silva;1;0;3;0;3.00;4;0;0;0;0;1144171
Isuru Udana;7;1;37;0;5.29;22;4;0;1;0;1144171
Akila Dananjaya;7;0;38;0;5.43;19;4;0;0;0;1144171
Thisara Perera;5;0;20;1;4.00;15;1;0;0;0;1144171
Angelo Perera;2;0;11;0;5.50;5;1;0;0;0;1144171
Suranga Lakmal;7;0;55;2;7.86;22;7;2;2;0;1169332
Nuwan Pradeep;7;0;34;4;4.86;24;5;0;1;0;1169332
Dhananjaya de Silva;5.2;0;30;0;5.63;15;3;0;0;0;1169332
Thisara Perera;7;1;46;1;6.57;17;4;1;1;0;1169332
Isuru Udana;7;0;31;1;4.43;19;0;1;0;0;1169332
Lasith Malinga;5;0;46;0;9.20;9;6;0;1;1;1144485
Suranga Lakmal;4;0;28;0;7.00;12;2;1;1;0;1144485
Isuru Udana;3;0;24;0;8.00;6;2;1;0;0;1144485
Thisara Perera;3;0;25;0;8.33;6;4;0;0;0;1144485
Jeevan Mendis;1.1;0;11;0;9.43;2;0;1;0;0;1144485
Lasith Malinga;6.4;0;39;3;5.85;23;4;1;3;0;1144489
Suranga Lakmal;6;0;27;0;4.50;23;2;1;2;0;1144489
Isuru Udana;6;0;28;1;4.67;22;2;0;0;1;1144489
Nuwan Pradeep;9;1;31;4;3.44;41;3;0;4;0;1144489
Thisara Perera;4;0;19;1;4.75;16;2;0;2;0;1144489
Dhananjaya de Silva;1;0;7;0;7.00;2;1;0;0;0;1144489
Lasith Malinga;10;1;61;1;6.10;29;5;1;3;1;1144502
Nuwan Pradeep;10;0;88;0;8.80;26;13;2;1;0;1144502
Isuru Udana;10;0;57;2;5.70;24;4;0;1;0;1144502
Thisara Perera;10;0;67;0;6.70;19;6;1;1;0;1144502
Dhananjaya de Silva;8;0;40;2;5.00;24;1;2;2;0;1144502
Milinda Siriwardana;2;0;17;0;8.50;4;1;1;0;0;1144502
Lasith Malinga;10;1;43;4;4.30;39;5;0;2;0;1144509
Nuwan Pradeep;10;1;38;1;3.80;40;5;0;2;0;1144509
Dhananjaya de Silva;8;0;32;3;4.00;24;0;1;0;0;1144509
Thisara Perera;8;0;34;0;4.25;23;2;0;0;0;1144509
Isuru Udana;8;0;41;2;5.13;28;3;2;1;0;1144509
Jeevan Mendis;3;0;23;0;7.67;5;0;2;0;0;1144509
Lasith Malinga;10;1;47;1;4.70;38;6;0;2;0;1144517
Dhananjaya de Silva;4;0;18;0;4.50;14;2;0;1;0;1144517
Suranga Lakmal;6;0;47;0;7.83;15;4;1;1;0;1144517
Thisara Perera;5.2;1;28;0;5.25;15;3;0;0;0;1144517
Jeevan Mendis;7;0;36;0;5.14;16;1;0;3;0;1144517
Isuru Udana;5;0;29;0;5.80;11;2;0;2;0;1144517
Lasith Malinga;10;0;55;3;5.50;34;6;0;4;1;1144521
Dhananjaya de Silva;10;0;49;0;4.90;31;4;1;0;0;1144521
Isuru Udana;10;0;67;0;6.70;27;7;1;3;0;1144521
Kasun Rajitha;10;0;76;1;7.60;28;6;4;4;1;1144521
Jeffrey Vandersay;7;0;50;1;7.14;19;5;0;4;0;1144521
Dimuth Karunaratne;1;0;7;0;7.00;4;0;1;0;0;1144521
Angelo Mathews;2;0;6;1;3.00;7;0;0;0;0;1144521
Lasith Malinga;10;1;82;1;8.20;20;12;0;4;0;1144526
Kasun Rajitha;8;0;47;1;5.88;26;8;0;0;0;1144526
Isuru Udana;9.3;0;50;1;5.26;29;6;0;0;0;1144526
Thisara Perera;10;0;34;0;3.40;32;1;0;0;0;1144526
Dhananjaya de Silva;6;0;51;0;8.50;13;3;3;1;0;1144526
Lasith Malinga;9.4;2;38;3;3.93;42;4;0;8;0;1193504
Nuwan Pradeep;9;1;51;3;5.67;28;5;0;0;0;1193504
Thisara Perera;6;0;36;0;6.00;17;5;0;1;0;1193504
Lahiru Kumara;7;0;45;1;6.43;23;3;0;4;0;1193504
Dhananjaya de Silva;10;0;49;2;4.90;23;2;0;2;0;1193504
Dhananjaya de Silva;10;0;39;0;3.90;29;2;0;1;0;1193505
Nuwan Pradeep;10;0;53;2;5.30;31;5;0;1;1;1193505
Isuru Udana;10;0;58;2;5.80;27;5;1;1;0;1193505
Lahiru Kumara;10;0;42;0;4.20;36;3;0;3;0;1193505
Akila Dananjaya;10;0;39;2;3.90;34;3;0;2;0;1193505
Shehan Jayasuriya;6;0;40;0;6.67;14;3;1;0;0;1193506
Kasun Rajitha;5;0;17;2;3.40;22;2;0;3;0;1193506
Akila Dananjaya;10;0;44;1;4.40;30;2;1;0;0;1193506
Dasun Shanaka;6;0;27;3;4.50;20;3;0;2;0;1193506
PWH de Silva;4;1;16;1;4.00;16;2;0;0;0;1193506
Lahiru Kumara;5;0;26;2;5.20;17;4;0;0;0;1193506
Shehan Jayasuriya;10;1;48;0;4.80;23;1;1;0;0;1198487
Nuwan Pradeep;9;0;59;0;6.56;25;5;2;0;0;1198487
Isuru Udana;9;0;60;1;6.67;23;7;0;2;0;1198487
Lahiru Kumara;10;0;59;1;5.90;26;5;1;0;0;1198487
Danushka Gunathilaka;2;0;8;0;4.00;4;0;0;0;0;1198487
PWH de Silva;10;0;63;2;6.30;24;2;3;0;1;1198487
Nuwan Pradeep;9.2;1;53;2;5.68;34;8;1;0;0;1198488
Dasun Shanaka;5;0;28;0;5.60;14;2;0;0;0;1198488
Lahiru Kumara;7;0;55;1;7.86;14;6;1;1;0;1198488
Lakshan Sandakan;10;0;62;0;6.20;23;3;1;1;0;1198488
PWH de Silva;10;0;54;1;5.40;29;6;0;0;0;1198488
Shehan Jayasuriya;7;0;39;1;5.57;11;1;0;0;0;1198488
